data,mes,sku,produto,marca,categoria,segmento,cidade,uf,regiao,canal,quantidade,preco_unitario,custo_unitario,receita,custo_total,margem_bruta
2025-05-14,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Joinville,SC,Sul,Varejo Fisico,1,71.91,42.35,71.91,42.35,29.56
2025-05-14,2025-05,VES-CAL-001,Calca Vessel Urban Stretch,Vessel,Calcas,Moto,Sao Paulo,SP,Sudeste,Varejo Fisico,1,263.91,113.96,263.91,113.96,149.95
2025-05-14,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Belo Horizonte,MG,Sudeste,Varejo Fisico,1,82.71,47.65,82.71,47.65,35.06
2025-05-14,2025-05,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,Sao Paulo,SP,Sudeste,Distribuidores,1,82.71,43.15,82.71,43.15,39.56
2025-05-14,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Fortaleza,CE,Nordeste,E-commerce,1,79.9,42.35,79.9,42.35,37.55
2025-05-14,2025-05,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,Belem,PA,Norte,E-commerce,1,59.9,28.75,59.9,28.75,31.15
2025-05-14,2025-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,Caxias do Sul,RS,Sul,E-commerce,1,79.9,38.35,79.9,38.35,41.55
2025-05-14,2025-05,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,Recife,PE,Nordeste,Varejo Fisico,1,39.0,13.65,39.0,13.65,25.35
2025-05-14,2025-05,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,Porto Alegre,RS,Sul,E-commerce,1,39.0,13.65,39.0,13.65,25.35
2025-05-14,2025-05,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,Goiania,GO,Centro-Oeste,E-commerce,1,69.0,24.15,69.0,24.15,44.85
2025-05-14,2025-05,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,Vitoria,ES,Sudeste,Varejo Fisico,1,55.11,28.75,55.11,28.75,26.36
2025-05-14,2025-05,X11-LUV-002,Luva X11 Blackout 2,X11,Luvas,Moto,Caxias do Sul,RS,Sul,E-commerce,1,129.9,55.86,129.9,55.86,74.04
2025-05-14,2025-05,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,Maceio,AL,Nordeste,E-commerce,1,29.9,14.35,29.9,14.35,15.55
2025-05-14,2025-05,X11-JAQ-004,Jaqueta X11 Expedition Impermeavel,X11,Jaquetas,Moto,Rio de Janeiro,RJ,Sudeste,E-commerce,1,599.9,257.96,599.9,257.96,341.94
2025-05-14,2025-05,X11-JAQ-005,Jaqueta X11 One Sport Masculina,X11,Jaquetas,Moto,Sao Paulo,SP,Sudeste,Distribuidores,1,299.9,128.96,299.9,128.96,170.94
2025-05-15,2025-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,Sao Paulo,SP,Sudeste,E-commerce,1,79.9,38.35,79.9,38.35,41.55
2025-05-15,2025-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,Sao Paulo,SP,Sudeste,Distribuidores,1,79.9,38.35,79.9,38.35,41.55
2025-05-15,2025-05,X11-LUV-004,Luva X11 Thermic Segunda Pele,X11,Luvas,Moto,Caxias do Sul,RS,Sul,Distribuidores,1,89.9,38.66,89.9,38.66,51.24
2025-05-15,2025-05,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,Campinas,SP,Sudeste,E-commerce,2,63.48,24.15,126.96,48.3,78.66
2025-05-15,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Cuiaba,MT,Centro-Oeste,Distribuidores,1,89.9,47.65,89.9,47.65,42.25
2025-05-15,2025-05,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,Manaus,AM,Norte,Distribuidores,1,59.9,28.75,59.9,28.75,31.15
2025-05-15,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Cuiaba,MT,Centro-Oeste,Marketplace,1,82.71,47.65,82.71,47.65,35.06
2025-05-15,2025-05,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,Vitoria,ES,Sudeste,Varejo Fisico,1,39.0,13.65,39.0,13.65,25.35
2025-05-15,2025-05,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,Belo Horizonte,MG,Sudeste,E-commerce,1,89.9,43.15,89.9,43.15,46.75
2025-05-15,2025-05,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,Curitiba,PR,Sul,E-commerce,1,29.9,14.35,29.9,14.35,15.55
2025-05-15,2025-05,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,Cascavel,PR,Sul,E-commerce,1,39.0,13.65,39.0,13.65,25.35
2025-05-15,2025-05,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,Rio de Janeiro,RJ,Sudeste,Marketplace,1,59.9,28.75,59.9,28.75,31.15
2025-05-15,2025-05,X11-LUV-003,Luva X11 Impact 2 Cano Longo,X11,Luvas,Moto,Vitoria,ES,Sudeste,Varejo Fisico,1,229.9,98.86,229.9,98.86,131.04
2025-05-15,2025-05,VES-ACE-001,Kit Protecao Vessel Joelhos/Cotovelo,Vessel,Acessorios,Moto,Vitoria,ES,Sudeste,Varejo Fisico,1,134.91,56.96,134.91,56.96,77.95
2025-05-15,2025-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,Campo Grande,MS,Centro-Oeste,E-commerce,1,79.9,38.35,79.9,38.35,41.55
2025-05-15,2025-05,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,Vitoria,ES,Sudeste,Marketplace,1,59.9,28.75,59.9,28.75,31.15
2025-05-15,2025-05,SCD-ACE-002,Bagageiro Scud Universal Moto,Scud,Acessorios,Moto,Campinas,SP,Sudeste,E-commerce,1,131.91,71.95,131.91,71.95,59.96
2025-05-15,2025-05,VES-CAL-001,Calca Vessel Urban Stretch,Vessel,Calcas,Moto,Belo Horizonte,MG,Sudeste,E-commerce,1,299.9,113.96,299.9,113.96,185.94
2025-05-15,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Vitoria,ES,Sudeste,Marketplace,1,71.91,42.35,71.91,42.35,29.56
2025-05-15,2025-05,X11-JAQ-005,Jaqueta X11 One Sport Masculina,X11,Jaquetas,Moto,Sao Paulo,SP,Sudeste,E-commerce,1,299.9,128.96,299.9,128.96,170.94
2025-05-15,2025-05,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,Sao Paulo,SP,Sudeste,E-commerce,1,59.9,28.75,59.9,28.75,31.15
2025-05-15,2025-05,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,Ponta Grossa,PR,Sul,Varejo Fisico,1,89.0,31.15,89.0,31.15,57.85
2025-05-16,2025-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,Cuiaba,MT,Centro-Oeste,E-commerce,1,79.9,38.35,79.9,38.35,41.55
2025-05-16,2025-05,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,Goiania,GO,Centro-Oeste,Varejo Fisico,1,69.0,24.15,69.0,24.15,44.85
2025-05-16,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Londrina,PR,Sul,E-commerce,1,89.9,47.65,89.9,47.65,42.25
2025-05-16,2025-05,VES-CAL-001,Calca Vessel Urban Stretch,Vessel,Calcas,Moto,Campinas,SP,Sudeste,E-commerce,1,299.9,113.96,299.9,113.96,185.94
2025-05-16,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Foz do Iguacu,PR,Sul,E-commerce,1,89.9,47.65,89.9,47.65,42.25
2025-05-16,2025-05,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,Cascavel,PR,Sul,Varejo Fisico,1,34.32,13.65,34.32,13.65,20.67
2025-05-16,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Londrina,PR,Sul,Varejo Fisico,1,89.9,47.65,89.9,47.65,42.25
2025-05-16,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Campinas,SP,Sudeste,Varejo Fisico,1,89.9,47.65,89.9,47.65,42.25
2025-05-16,2025-05,WGS-KIT-001,Kit Cubo WG Sports Completo,WG Sports,Componentes,Bike,Vitoria,ES,Sudeste,E-commerce,1,149.0,52.15,149.0,52.15,96.85
2025-05-16,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Vitoria,ES,Sudeste,E-commerce,1,79.9,42.35,79.9,42.35,37.55
2025-05-16,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Nova Lima,MG,Sudeste,E-commerce,1,79.9,42.35,79.9,42.35,37.55
2025-05-16,2025-05,X11-LUV-001,Luva X11 Route 2 Couro,X11,Luvas,Moto,Campo Grande,MS,Centro-Oeste,E-commerce,1,174.71,81.66,174.71,81.66,93.05
2025-05-16,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Ribeirao Preto,SP,Sudeste,Varejo Fisico,1,79.9,42.35,79.9,42.35,37.55
2025-05-16,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Campinas,SP,Sudeste,Distribuidores,1,75.9,42.35,75.9,42.35,33.55
2025-05-16,2025-05,X11-LUV-002,Luva X11 Blackout 2,X11,Luvas,Moto,Rio de Janeiro,RJ,Sudeste,E-commerce,1,129.9,55.86,129.9,55.86,74.04
2025-05-16,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Sao Paulo,SP,Sudeste,Marketplace,1,79.9,42.35,79.9,42.35,37.55
2025-05-16,2025-05,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,Cascavel,PR,Sul,E-commerce,1,89.0,31.15,89.0,31.15,57.85
2025-05-16,2025-05,X11-LUV-002,Luva X11 Blackout 2,X11,Luvas,Moto,Belo Horizonte,MG,Sudeste,E-commerce,1,116.91,55.86,116.91,55.86,61.05
2025-05-16,2025-05,X11-LUV-002,Luva X11 Blackout 2,X11,Luvas,Moto,Nova Lima,MG,Sudeste,E-commerce,1,129.9,55.86,129.9,55.86,74.04
2025-05-16,2025-05,X11-LUV-004,Luva X11 Thermic Segunda Pele,X11,Luvas,Moto,Porto Alegre,RS,Sul,E-commerce,1,80.91,38.66,80.91,38.66,42.25
2025-05-16,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Londrina,PR,Sul,E-commerce,1,79.9,42.35,79.9,42.35,37.55
2025-05-16,2025-05,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,Florianopolis,SC,Sul,Distribuidores,1,89.0,31.15,89.0,31.15,57.85
2025-05-16,2025-05,VES-JAQ-001,Jaqueta Vessel Basic Urban,Vessel,Jaquetas,Moto,Campinas,SP,Sudeste,E-commerce,1,259.9,98.76,259.9,98.76,161.14
2025-05-16,2025-05,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,Rio de Janeiro,RJ,Sudeste,E-commerce,1,39.0,13.65,39.0,13.65,25.35
2025-05-16,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Campinas,SP,Sudeste,E-commerce,1,89.9,47.65,89.9,47.65,42.25
2025-05-16,2025-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,Ponta Grossa,PR,Sul,E-commerce,1,75.9,38.35,75.9,38.35,37.55
2025-05-16,2025-05,X11-LUV-005,Luva X11 Nitro 4,X11,Luvas,Moto,Rio de Janeiro,RJ,Sudeste,E-commerce,1,139.9,60.16,139.9,60.16,79.74
2025-05-16,2025-05,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,Brasilia,DF,Centro-Oeste,E-commerce,1,39.0,13.65,39.0,13.65,25.35
2025-05-16,2025-05,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,Belo Horizonte,MG,Sudeste,Varejo Fisico,1,79.11,43.15,79.11,43.15,35.96
2025-05-16,2025-05,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,Vitoria,ES,Sudeste,E-commerce,1,82.71,43.15,82.71,43.15,39.56
2025-05-16,2025-05,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,Rio de Janeiro,RJ,Sudeste,Distribuidores,1,82.71,43.15,82.71,43.15,39.56
2025-05-16,2025-05,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,Salvador,BA,Nordeste,Varejo Fisico,1,29.9,14.35,29.9,14.35,15.55
2025-05-16,2025-05,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,Cuiaba,MT,Centro-Oeste,Distribuidores,1,89.9,43.15,89.9,43.15,46.75
2025-05-17,2025-05,X11-LUV-003,Luva X11 Impact 2 Cano Longo,X11,Luvas,Moto,Ribeirao Preto,SP,Sudeste,E-commerce,1,229.9,98.86,229.9,98.86,131.04
2025-05-17,2025-05,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,Sao Paulo,SP,Sudeste,Varejo Fisico,1,69.0,24.15,69.0,24.15,44.85
2025-05-17,2025-05,X11-LUV-003,Luva X11 Impact 2 Cano Longo,X11,Luvas,Moto,Cuiaba,MT,Centro-Oeste,E-commerce,1,211.51,98.86,211.51,98.86,112.65
2025-05-17,2025-05,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,Maceio,AL,Nordeste,Varejo Fisico,1,39.0,13.65,39.0,13.65,25.35
2025-05-17,2025-05,HO-ACE-003,Oculos HighOne Vision UV400,HighOne,Acessorios,Bike,Belo Horizonte,MG,Sudeste,E-commerce,1,129.9,68.85,129.9,68.85,61.05
2025-05-17,2025-05,X11-LUV-004,Luva X11 Thermic Segunda Pele,X11,Luvas,Moto,Goiania,GO,Centro-Oeste,E-commerce,1,85.4,38.66,85.4,38.66,46.74
2025-05-17,2025-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,Goiania,GO,Centro-Oeste,Varejo Fisico,1,79.9,38.35,79.9,38.35,41.55
2025-05-17,2025-05,VES-ACE-001,Kit Protecao Vessel Joelhos/Cotovelo,Vessel,Acessorios,Moto,Cuiaba,MT,Centro-Oeste,E-commerce,1,149.9,56.96,149.9,56.96,92.94
2025-05-17,2025-05,X11-CAL-002,Calca X11 Urban Feminina,X11,Calcas,Moto,Goiania,GO,Centro-Oeste,E-commerce,1,299.9,128.96,299.9,128.96,170.94
2025-05-17,2025-05,VES-LUV-001,Luva Vessel Street Ventilada,Vessel,Luvas,Moto,Ponta Grossa,PR,Sul,E-commerce,1,119.9,45.56,119.9,45.56,74.34
2025-05-17,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Nova Lima,MG,Sudeste,E-commerce,1,89.9,47.65,89.9,47.65,42.25
2025-05-17,2025-05,HO-ACE-001,Capacete HighOne MTB Trail,HighOne,Capacetes,Bike,Vitoria,ES,Sudeste,E-commerce,1,183.91,105.95,183.91,105.95,77.96
2025-05-17,2025-05,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,Ribeirao Preto,SP,Sudeste,Distribuidores,1,84.55,31.15,84.55,31.15,53.4
2025-05-17,2025-05,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,Florianopolis,SC,Sul,Varejo Fisico,1,39.0,13.65,39.0,13.65,25.35
2025-05-17,2025-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,Londrina,PR,Sul,Distribuidores,1,79.9,38.35,79.9,38.35,41.55
2025-05-17,2025-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,Campinas,SP,Sudeste,Distribuidores,1,79.9,38.35,79.9,38.35,41.55
2025-05-17,2025-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,Maringa,PR,Sul,Distribuidores,1,70.31,38.35,70.31,38.35,31.96
2025-05-17,2025-05,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,Rio de Janeiro,RJ,Sudeste,E-commerce,2,63.48,24.15,126.96,48.3,78.66
2025-05-17,2025-05,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,Caxias do Sul,RS,Sul,E-commerce,1,59.9,28.75,59.9,28.75,31.15
2025-05-17,2025-05,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,Londrina,PR,Sul,E-commerce,1,85.4,43.15,85.4,43.15,42.25
2025-05-17,2025-05,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,Goiania,GO,Centro-Oeste,Distribuidores,1,29.9,14.35,29.9,14.35,15.55
2025-05-17,2025-05,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,Cascavel,PR,Sul,E-commerce,1,89.9,43.15,89.9,43.15,46.75
2025-05-17,2025-05,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,Manaus,AM,Norte,Varejo Fisico,1,29.9,14.35,29.9,14.35,15.55
2025-05-17,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Nova Lima,MG,Sudeste,Varejo Fisico,1,79.9,42.35,79.9,42.35,37.55
2025-05-17,2025-05,X11-LUV-001,Luva X11 Route 2 Couro,X11,Luvas,Moto,Sao Paulo,SP,Sudeste,E-commerce,1,189.9,81.66,189.9,81.66,108.24
2025-05-17,2025-05,VES-JAQ-001,Jaqueta Vessel Basic Urban,Vessel,Jaquetas,Moto,Vitoria,ES,Sudeste,Varejo Fisico,1,246.9,98.76,246.9,98.76,148.14
2025-05-17,2025-05,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,Sao Paulo,SP,Sudeste,Marketplace,1,56.9,28.75,56.9,28.75,28.15
2025-05-17,2025-05,X11-LUV-001,Luva X11 Route 2 Couro,X11,Luvas,Moto,Belo Horizonte,MG,Sudeste,E-commerce,1,189.9,81.66,189.9,81.66,108.24
2025-05-17,2025-05,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,Londrina,PR,Sul,Distribuidores,1,89.0,31.15,89.0,31.15,57.85
2025-05-17,2025-05,X11-LUV-004,Luva X11 Thermic Segunda Pele,X11,Luvas,Moto,Caxias do Sul,RS,Sul,E-commerce,1,89.9,38.66,89.9,38.66,51.24
2025-05-17,2025-05,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,Sao Paulo,SP,Sudeste,Varejo Fisico,1,89.9,43.15,89.9,43.15,46.75
2025-05-17,2025-05,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,Joinville,SC,Sul,E-commerce,1,59.9,28.75,59.9,28.75,31.15
2025-05-17,2025-05,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,Vitoria,ES,Sudeste,Marketplace,1,29.9,14.35,29.9,14.35,15.55
2025-05-18,2025-05,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,Nova Lima,MG,Sudeste,Marketplace,1,69.0,24.15,69.0,24.15,44.85
2025-05-18,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Campo Grande,MS,Centro-Oeste,E-commerce,1,79.9,42.35,79.9,42.35,37.55
2025-05-18,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Sao Paulo,SP,Sudeste,Marketplace,1,89.9,47.65,89.9,47.65,42.25
2025-05-18,2025-05,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,Belem,PA,Norte,Marketplace,1,79.11,43.15,79.11,43.15,35.96
2025-05-18,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Ribeirao Preto,SP,Sudeste,Marketplace,1,89.9,47.65,89.9,47.65,42.25
2025-05-18,2025-05,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,Sao Paulo,SP,Sudeste,E-commerce,1,39.0,13.65,39.0,13.65,25.35
2025-05-18,2025-05,HO-ACE-001,Capacete HighOne MTB Trail,HighOne,Capacetes,Bike,Manaus,AM,Norte,E-commerce,1,199.9,105.95,199.9,105.95,93.95
2025-05-18,2025-05,X11-JAQ-005,Jaqueta X11 One Sport Masculina,X11,Jaquetas,Moto,Nova Lima,MG,Sudeste,Varejo Fisico,1,299.9,128.96,299.9,128.96,170.94
2025-05-18,2025-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,Rio de Janeiro,RJ,Sudeste,Distribuidores,1,79.9,38.35,79.9,38.35,41.55
2025-05-18,2025-05,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,Brasilia,DF,Centro-Oeste,Distribuidores,1,69.0,24.15,69.0,24.15,44.85
2025-05-18,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Vitoria,ES,Sudeste,Marketplace,1,89.9,47.65,89.9,47.65,42.25
2025-05-18,2025-05,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,Brasilia,DF,Centro-Oeste,E-commerce,1,27.51,14.35,27.51,14.35,13.16
2025-05-18,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Campinas,SP,Sudeste,Varejo Fisico,1,79.9,42.35,79.9,42.35,37.55
2025-05-18,2025-05,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,Belo Horizonte,MG,Sudeste,Marketplace,1,29.9,14.35,29.9,14.35,15.55
2025-05-18,2025-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,Goiania,GO,Centro-Oeste,E-commerce,1,75.9,38.35,75.9,38.35,37.55
2025-05-18,2025-05,X11-LUV-004,Luva X11 Thermic Segunda Pele,X11,Luvas,Moto,Manaus,AM,Norte,Distribuidores,1,89.9,38.66,89.9,38.66,51.24
2025-05-18,2025-05,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,Sao Paulo,SP,Sudeste,Marketplace,1,29.9,14.35,29.9,14.35,15.55
2025-05-18,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Ponta Grossa,PR,Sul,Distribuidores,1,89.9,47.65,89.9,47.65,42.25
2025-05-18,2025-05,WGS-KIT-001,Kit Cubo WG Sports Completo,WG Sports,Componentes,Bike,Sao Paulo,SP,Sudeste,Distribuidores,1,141.55,52.15,141.55,52.15,89.4
2025-05-18,2025-05,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,Campinas,SP,Sudeste,Varejo Fisico,1,89.9,43.15,89.9,43.15,46.75
2025-05-18,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Campinas,SP,Sudeste,Marketplace,1,79.9,42.35,79.9,42.35,37.55
2025-05-18,2025-05,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,Salvador,BA,Nordeste,E-commerce,1,69.0,24.15,69.0,24.15,44.85
2025-05-19,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Maceio,AL,Nordeste,E-commerce,1,79.9,42.35,79.9,42.35,37.55
2025-05-19,2025-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,Maringa,PR,Sul,Varejo Fisico,1,79.9,38.35,79.9,38.35,41.55
2025-05-19,2025-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,Cascavel,PR,Sul,Distribuidores,1,70.31,42.35,70.31,42.35,27.96
2025-05-19,2025-05,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,Goiania,GO,Centro-Oeste,Varejo Fisico,1,39.0,13.65,39.0,13.65,25.35
2025-05-19,2025-05,X11-LUV-005,Luva X11 Nitro 4,X11,Luvas,Moto,Belo Horizonte,MG,Sudeste,E-commerce,1,128.71,60.16,128.71,60.16,68.55
2025-05-19,2025-05,X11-LUV-002,Luva X11 Blackout 2,X11,Luvas,Moto,Belem,PA,Norte,E-commerce,1,116.91,55.86,116.91,55.86,61.05
2025-05-19,2025-05,SCD-CAP-002,Capacete Scud Attack 2 Viseira,Scud,Capacetes,Moto,Campinas,SP,Sudeste,E-commerce,1,279.9,134.35,279.9,134.35,145.55
2025-05-19,2025-05,X11-LUV-002,Luva X11 Blackout 2,X11,Luvas,Moto,Rio de Janeiro,RJ,Sudeste,Distribuidores,1,129.9,55.86,129.9,55.86,74.04
2025-05-19,2025-05,X11-LUV-003,Luva X11 Impact 2 Cano Longo,X11,Luvas,Moto,Nova Lima,MG,Sudeste,Varejo Fisico,1,229.9,98.86,229.9,98.86,131.04
2025-05-19,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Recife,PE,Nordeste,Varejo Fisico,1,82.71,47.65,82.71,47.65,35.06
2025-05-19,2025-05,X11-LUV-004,Luva X11 Thermic Segunda Pele,X11,Luvas,Moto,Ponta Grossa,PR,Sul,E-commerce,1,89.9,38.66,89.9,38.66,51.24
2025-05-19,2025-05,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,Campinas,SP,Sudeste,Marketplace,1,69.0,24.15,69.0,24.15,44.85
2025-05-19,2025-05,HO-ACE-003,Oculos HighOne Vision UV400,HighOne,Acessorios,Bike,Sao Paulo,SP,Sudeste,E-commerce,1,119.51,68.85,119.51,68.85,50.66
2025-05-19,2025-05,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,Sao Paulo,SP,Sudeste,Distribuidores,1,89.0,31.15,89.0,31.15,57.85
2025-05-19,2025-05,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,Belem,PA,Norte,Varejo Fisico,1,89.9,43.15,89.9,43.15,46.75
2025-05-19,2025-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,Belo Horizonte,MG,Sudeste,E-commerce,2,89.9,47.65,179.8,95.3,84.5
2025-05-19,2025-05,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,Campo Grande,MS,Centro-Oeste,Varejo Fisico,1,56.9,28.75,56.9,28.75,28.15
